aspect_ratio,elongation,rotational_transform,n_field_periods,triangularity,generation_method,success,aspect_ratio_computed,max_elongation,edge_rotational_transform,qi_residual,vacuum_well,computation_time
2.5,0.3,0.7000000000000002,6,-0.13999999999999999,systematic,True,2.520491818586559,0.27830847473040704,0.6978700380286574,0.005388483554546868,0.4957140963622715,1.1431038103744975
2.5,0.3,0.7000000000000002,6,0.020000000000000018,systematic,True,2.459488498135994,0.3467602100055933,0.7031963857740037,0.0262970832721916,0.47158951164616236,1.9581903253103337
2.5,0.3,0.7000000000000002,6,0.18,systematic,True,2.389805592476802,0.2542673987151529,0.7438645698166434,0.10287552961166316,0.46935384924141726,0.8029196937201816
2.5,0.3,0.7000000000000002,6,0.34,systematic,True,2.501509983514079,0.2719532529984437,0.6968763604663939,0.00885702335876146,0.5387150439271918,0.9454756502328543
2.5,0.3,0.7000000000000002,6,0.5,systematic,True,2.4975932337895026,0.2971795099487851,0.6872283037490529,0.0035634089176983536,0.6000370791719807,1.1505626523334234
2.5,0.3,0.8,2,-0.3,systematic,True,2.4671698544835197,0.2894955174884307,0.798723939052026,0.017817432956573627,0.48177600783568747,1.1472875981742372
2.5,0.3,0.8,2,-0.13999999999999999,systematic,True,2.5751556672687634,0.4787925268483363,0.8240000392413461,0.11998012391360194,0.22569936507931954,1.2555332719819245
2.5,0.3,0.8,2,0.020000000000000018,systematic,True,2.561914683883031,0.36137342727306765,0.7794373462794257,0.07181655953858966,0.5437251929652689,0.6649309416154306
2.5,0.3,0.8,2,0.18,systematic,True,2.624916997884361,0.27975975114375584,0.8009854248619623,0.29823362796293734,0.5564914330961008,0.6037053388066037
2.5,0.3,0.8,2,0.34,systematic,True,2.537343605548324,0.26760916874599633,0.7824869076668183,0.013935671948073991,0.4968351830505168,0.6252737489537658
2.5,0.3,0.8,2,0.5,systematic,True,2.4217891974854884,0.29839692098550535,0.8009576080202413,0.022613010056851884,0.619441065991535,0.6487462176691957
2.5,0.3,0.8,3,-0.3,systematic,True,2.417722974285242,0.3128836841190373,0.8446856289659156,0.09109113107884081,0.5346874282607443,1.725740103175733
2.5,0.3,0.8,3,-0.13999999999999999,systematic,True,2.6685352196326937,0.22383269574162418,0.7814305247437989,0.0024301019616495617,0.42886333186398223,1.0679761703830088
2.5,0.3,0.8,3,0.020000000000000018,systematic,True,2.5329049606390943,0.2868309782093484,0.7910973917280468,0.053444986577988865,0.6152198985771196,0.531130598529465
2.5,0.3,0.8,3,0.18,systematic,True,2.5627222988941054,0.3441853365569769,0.8045257775433938,0.0450472451933988,0.3947461482348109,1.6571493072805337
2.5,0.3,0.8,3,0.34,systematic,True,2.5245053148087537,0.3569758878481869,0.806120844228127,0.2242170580030762,0.5857919527294067,0.5928642272890146
2.5,0.3,0.8,3,0.5,systematic,True,2.328261957716464,0.2885409109627078,0.7989751698200237,0.04266961160394242,0.6773091973991355,1.4372104317951915
2.5,0.3,0.8,4,-0.13999999999999999,systematic,True,2.5250621902914303,0.4033386163284931,0.8148552045683986,0.022918306482380777,0.5359827842716026,0.985152671994014
2.5,0.3,0.8,4,0.020000000000000018,systematic,True,2.480989471115594,0.2552195578821859,0.7834471686775497,0.005352278148233213,0.6560445185175661,0.8311774213885333
2.5,0.3,0.8,4,0.34,systematic,True,2.45908454186972,0.3494075412398213,0.7876478261018662,0.07821076408290543,0.2521787728444819,0.9627527507751916
2.5,0.3,0.8,4,0.5,systematic,True,2.6117902884541184,0.23564984612670373,0.7936554379363824,0.2336969866167,0.2584836705930281,1.3399191554385876
2.5,0.3,0.8,5,-0.3,systematic,True,2.4521019306896084,0.3405790259195416,0.8032375203569964,0.04199610556393131,0.4171456631982121,0.5705939113340812
2.5,0.3,0.8,5,-0.13999999999999999,systematic,True,2.487378311504704,0.3062607279375276,0.806593130583186,0.04576679237875528,0.3988140661764956,1.1550568231823388
2.5,0.3,0.8,5,0.020000000000000018,systematic,True,2.3728935787750336,0.3082361302691786,0.8072758500524038,0.016346877412635817,0.5483385952262951,1.369423693699031
2.5,0.3,0.8,5,0.18,systematic,True,2.5598353889746095,0.25143769311833963,0.8210997238491534,0.025535079281323703,0.42375699723138577,1.124503583948614
2.5,0.3,0.8,5,0.34,systematic,True,2.545449540076861,0.25895924192569497,0.772765940115184,0.015094376920332412,0.4280152665291094,1.650365950404465
2.5,0.3,0.8,5,0.5,systematic,True,2.526036043068072,0.29515856523974765,0.7899081073640573,0.29748781134527963,0.3468851672562224,1.0428028136198968
2.5,0.3,0.8,6,-0.3,systematic,True,2.3311935279042335,0.2950747123330927,0.7668419135395671,0.13432801291027333,0.38053154673280487,1.1484923866131411
2.5,0.3,0.8,6,-0.13999999999999999,systematic,True,2.3793195150858546,0.36793045709795535,0.8236146566874747,0.08645744029725314,0.48297829879020104,0.9880577759253368
2.5,0.3,0.8,6,0.020000000000000018,systematic,True,2.6383244512659894,0.26379122863189663,0.7970066226976172,0.03496941032537731,0.5749609300875755,1.998556565930604
2.5,0.3,0.8,6,0.18,systematic,True,2.174622333413823,0.33576660240946915,0.8002131587201445,0.1090763900098676,0.5646466513013517,0.7668240636058818
2.5,0.3,0.8,6,0.34,systematic,True,2.535557549978734,0.20962647065091136,0.7929089228900501,0.08159175589524775,0.39451792637794925,1.71317307884179
2.5,0.3,0.8,6,0.5,systematic,True,2.5136272868925897,0.3712044613015737,0.7667351759752312,0.1926790664822687,0.44888753637210543,1.7328502624443383
2.5,0.5428571428571428,0.2,2,-0.3,systematic,True,2.4477351208278724,0.5085627347639096,0.18884725571535116,0.07588183161648575,0.33065893556576786,0.6707492479418291
2.5,0.5428571428571428,0.2,2,-0.13999999999999999,systematic,True,2.4722590294841478,0.47792604528723603,0.12787439782059223,0.15472806952814092,0.41480048650572776,0.8140848069068138
2.5,0.5428571428571428,0.2,2,0.020000000000000018,systematic,True,2.404303904733427,0.5191561872352707,0.21260022967392758,0.07071055701792915,0.4225381973032533,0.9468367045025191
2.5,0.5428571428571428,0.2,2,0.18,systematic,True,2.6209595365513434,0.4971541086718221,0.195348738260369,0.09457522882993492,0.4330255392083929,1.1582882432990045
2.5,0.5428571428571428,0.2,2,0.34,systematic,True,2.5082777224567763,0.5327181336352141,0.19512620451031779,0.14225025464386606,0.5421489260301632,0.7473694306046892
2.5,0.5428571428571428,0.2,2,0.5,systematic,True,2.4514306349110986,0.5858273341343094,0.20356424180324195,0.09235518057450037,0.5914394804536882,1.4609247292304048
2.5,0.5428571428571428,0.2,3,-0.13999999999999999,systematic,True,2.579156266075437,0.5359030602219387,0.21103929221010012,0.08421795631319416,0.6622177124085784,1.4805725074557223
2.5,0.5428571428571428,0.2,3,0.020000000000000018,systematic,True,2.4381119928231385,0.5973479841337906,0.2141665423614807,0.050926201201821876,0.5695654768202495,0.8115713019539086
2.5,0.5428571428571428,0.2,3,0.18,systematic,True,2.294961783266448,0.5815404106624755,0.20621572610958802,0.02874862445596519,0.44512644314233146,1.537273293778108
2.5,0.5428571428571428,0.2,3,0.34,systematic,True,2.559768378777063,0.49511639557663445,0.24713848889527718,0.07733893509102795,0.5961881936331771,1.0213022889157846
2.5,0.5428571428571428,0.2,3,0.5,systematic,True,2.5882190252691704,0.5388322792265026,0.17729593227512738,0.026210738441775395,0.46745596074034285,1.3312480413842636
2.5,0.5428571428571428,0.2,4,-0.3,systematic,True,2.591931405826692,0.5865893259467629,0.19657858784508314,0.29013095925319504,0.767499935531516,0.6053917285177728
2.5,0.5428571428571428,0.2,4,0.020000000000000018,systematic,True,2.4268556185733248,0.6362698192523558,0.22998093541431897,0.08320038449486605,0.6104810343883667,1.9636410352900944
2.5,0.5428571428571428,0.2,4,0.18,systematic,True,2.533866498730981,0.5076739763500397,0.18267880784874652,0.1680969205556389,0.3667806230409242,0.7388159922474615
2.5,0.5428571428571428,0.2,4,0.34,systematic,True,2.484636080668422,0.4867058946918698,0.19671362494958441,0.5410725528484779,0.549014636560125,0.6804026266512972
2.5,0.5428571428571428,0.2,4,0.5,systematic,True,2.5965770039424183,0.5266525728562326,0.20217497347650584,0.14235574616390886,0.4597063925020509,1.6308169169097604
2.5,0.5428571428571428,0.2,5,-0.3,systematic,True,2.5666829555885964,0.4770979475391788,0.18576364646026758,0.028142016799773784,0.4078044195166895,1.5276847321818998
2.5,0.5428571428571428,0.2,5,-0.13999999999999999,systematic,True,2.5811573476855063,0.575417915209471,0.214642391323783,0.016010209458450213,0.5339930838855819,0.5908719356509033
2.5,0.5428571428571428,0.2,5,0.020000000000000018,systematic,True,2.498807978062225,0.6070495118017142,0.18904229771265837,0.1370668347995723,0.5436908921588784,1.5667260119917805
2.5,0.5428571428571428,0.2,5,0.34,systematic,True,2.4946096861377467,0.5386911661274321,0.16833247698210219,0.09772782013572812,0.45598221259950555,0.8949636479385887
2.5,0.5428571428571428,0.2,5,0.5,systematic,True,2.3435339497993652,0.47210002193759365,0.19704774336113082,0.00933886985375475,0.5320110953155025,1.9382812401687601
2.5,0.5428571428571428,0.2,6,-0.3,systematic,True,2.3666723387011332,0.5109449555846223,0.21162198371825253,0.11520614516835832,0.42349035849143435,0.5374853236333448
2.5,0.5428571428571428,0.2,6,-0.13999999999999999,systematic,True,2.573808595341181,0.5640659187459006,0.20800393444287854,0.12352184969323812,0.5145543352316834,1.6873254810306417
2.5,0.5428571428571428,0.2,6,0.020000000000000018,systematic,True,2.2849000993955224,0.492686823120697,0.2055467565750303,0.07092298907483964,0.46682685324983936,0.7327121571370683
2.5,0.5428571428571428,0.2,6,0.18,systematic,True,2.37523057354245,0.5183889421473467,0.1819565147609664,0.019383950757768303,0.6866430016184661,1.1356403153273802
2.5,0.5428571428571428,0.2,6,0.34,systematic,True,2.4722974550740866,0.5505172113812784,0.17779082922462838,0.09072303621833497,0.5128868605489233,1.1920359939468388
2.5,0.5428571428571428,0.30000000000000004,2,-0.3,systematic,True,2.4697695087789557,0.5059326832624493,0.32086495898506046,0.4083362675712346,0.37653126631329736,1.9729075356933068
2.5,0.5428571428571428,0.30000000000000004,2,-0.13999999999999999,systematic,True,2.272883402503128,0.5383832345246823,0.2606249620622463,0.0017093886032263355,0.5473170290250969,0.7993141831365502
2.5,0.5428571428571428,0.30000000000000004,2,0.020000000000000018,systematic,True,2.5089685669354247,0.5501296646463837,0.27837185729573444,0.034071812589938515,0.4453561502110468,1.1390835928429546
2.5,0.5428571428571428,0.30000000000000004,2,0.18,systematic,True,2.396091584725015,0.5649553921813332,0.27750779535355774,0.030005325365441805,0.48882811413607635,1.3052033641506648
2.5,0.5428571428571428,0.30000000000000004,2,0.34,systematic,True,2.398105804486349,0.5845698601639856,0.28974935995797835,0.1388277253059875,0.4741688821644832,1.798391370178064
2.5,0.5428571428571428,0.30000000000000004,2,0.5,systematic,True,2.550727963493437,0.4676739827374876,0.31177579458744004,0.0055344189960944675,0.7314731170953404,1.7184281311496645
2.5,0.5428571428571428,0.30000000000000004,3,-0.3,systematic,True,2.6277744313059967,0.5582794099229577,0.2961432398469854,0.30913176758334177,0.5135266537494311,0.9277491537720824
2.5,0.5428571428571428,0.30000000000000004,3,-0.13999999999999999,systematic,True,2.574795064208939,0.5297821350958662,0.30400428296975374,0.08328263512227999,0.38756481749948624,1.5269984356410704
2.5,0.5428571428571428,0.30000000000000004,3,0.020000000000000018,systematic,True,2.495887014619273,0.5405465442406767,0.324751435422947,0.10910477907521471,0.42463790613696034,1.9127036979514498
2.5,0.5428571428571428,0.30000000000000004,3,0.18,systematic,True,2.4918598501891456,0.4890684418036478,0.3030448712337237,0.19497292106258857,0.4217717765745122,1.6327684198799326
2.5,0.5428571428571428,0.30000000000000004,3,0.34,systematic,True,2.3717340844987818,0.5390275180572929,0.2833309868532533,0.029562303897360327,0.47744944602836137,1.2860945113756297
2.5,0.5428571428571428,0.30000000000000004,3,0.5,systematic,True,2.5242733361764733,0.49389967860537537,0.33513069916044774,0.13999804705538652,0.40404232957938274,0.5635933973145603
2.5,0.5428571428571428,0.30000000000000004,4,-0.3,systematic,True,2.2985812369471317,0.571059243982966,0.2734759813563238,0.0755637875492976,0.6572481290136003,0.8866455823522704
2.5,0.5428571428571428,0.30000000000000004,4,-0.13999999999999999,systematic,True,2.416519390595225,0.49085723214074617,0.27015150879325006,0.005858601155093009,0.5932508939032136,1.7244310656515245
2.5,0.5428571428571428,0.30000000000000004,4,0.18,systematic,True,2.505278195086585,0.5484683591772411,0.30162393039199037,0.052341422057812385,0.5346227724486672,0.6955823618445672
2.5,0.5428571428571428,0.30000000000000004,4,0.34,systematic,True,2.4982915168941418,0.5170895524562448,0.30240132606550646,0.027159153412386235,0.49834250224562576,0.7445338127435152
2.5,0.5428571428571428,0.30000000000000004,4,0.5,systematic,True,2.4856187595330317,0.5148632217992275,0.2808181938635076,0.009472378118386398,0.4807031342737377,1.453024351299159
2.5,0.5428571428571428,0.30000000000000004,5,-0.3,systematic,True,2.5175525054378642,0.46679335851561254,0.2952758499531393,0.12442565070947459,0.6500075969819818,0.7289939184917438
2.5,0.5428571428571428,0.30000000000000004,5,-0.13999999999999999,systematic,True,2.449579753270713,0.47089431613330696,0.33820605247457947,0.024901117992612458,0.5420057500739308,0.8503328918325532
2.5,0.5428571428571428,0.30000000000000004,5,0.020000000000000018,systematic,True,2.6244106679540598,0.5297652371364013,0.3277222415772042,0.024094628409067,0.4434869139779204,1.9564739973697856
2.5,0.5428571428571428,0.30000000000000004,5,0.18,systematic,True,2.6387714060476455,0.6396081619145654,0.30673942409331306,0.014786869818291649,0.43459403696711674,0.6341286387913203
2.5,0.5428571428571428,0.30000000000000004,5,0.34,systematic,True,2.556810787444923,0.5778275824179271,0.27854788941117586,0.18295422393764604,0.6097739593503912,1.3385631890696335
2.5,0.5428571428571428,0.30000000000000004,5,0.5,systematic,True,2.4246341965162856,0.5780309341997888,0.2699123393607008,0.01700742450795161,0.480559521635632,1.3139196980323051
2.5,0.5428571428571428,0.30000000000000004,6,-0.3,systematic,True,2.5552332132463165,0.5698773287127292,0.3181803238419113,0.049544950687973585,0.4229790218241716,1.5123473730314474
2.5,0.5428571428571428,0.30000000000000004,6,-0.13999999999999999,systematic,True,2.3877658744960457,0.5316106795985661,0.2889723337228869,0.33088090676969995,0.5199810328668606,1.6262721876391844
2.5,0.5428571428571428,0.30000000000000004,6,0.020000000000000018,systematic,True,2.4079986392602954,0.4744198153703104,0.27578275583436074,0.023955719499974104,0.4951355563448526,0.5480948759848392
2.5,0.5428571428571428,0.30000000000000004,6,0.18,systematic,True,2.5921562233740123,0.6061143168507239,0.35178790728381426,0.14869469922322395,0.6828738368316285,1.0978701293056399
2.5,0.5428571428571428,0.30000000000000004,6,0.34,systematic,True,2.5990450210159377,0.46002950759139516,0.30340672442562666,0.16211324922594622,0.2989923916452568,1.6500463816843154
2.5,0.5428571428571428,0.4,2,-0.3,systematic,True,2.404586501938919,0.5545181927374452,0.39706638941766814,0.11377134605482626,0.4765732669841922,0.5956859682067398
2.5,0.5428571428571428,0.4,2,-0.13999999999999999,systematic,True,2.419655920838192,0.5655659700931468,0.43281225586775834,0.10623688710265278,0.6550054123387928,0.7189744896230359
2.5,0.5428571428571428,0.4,2,0.020000000000000018,systematic,True,2.5539342437149406,0.5744247891479928,0.3886238034361376,0.06037799746101529,0.5692668397085512,1.927000717709578
2.5,0.5428571428571428,0.4,2,0.18,systematic,True,2.512449665509613,0.5598326249495101,0.4221658806743864,0.03199548325873795,0.5270658084038484,1.139813942108512
2.5,0.5428571428571428,0.4,2,0.34,systematic,True,2.3887888132647497,0.5126619564523791,0.410821358053463,0.02421802370114355,0.5182440215149005,0.9527166014522885
2.5,0.5428571428571428,0.4,2,0.5,systematic,True,2.6043034463870183,0.4942195475435966,0.3891169547235077,0.09346242020148679,0.5570565772041588,1.7493679627902317
2.5,0.5428571428571428,0.4,3,-0.3,systematic,True,2.4472556864918293,0.518373442861662,0.4134834780973314,0.022353404590847892,0.4988156254509231,1.5005802344210841
2.5,0.5428571428571428,0.4,3,-0.13999999999999999,systematic,True,2.6095066697597344,0.4769270737760041,0.4275971647456204,0.04416453883281474,0.4436025275986575,1.7096101512016963
2.5,0.5428571428571428,0.4,3,0.020000000000000018,systematic,True,2.4693590715255733,0.6101962332844534,0.37099338059312076,0.21382209875211516,0.4263176715198994,1.558456570683054
2.5,0.5428571428571428,0.4,3,0.18,systematic,True,2.4087904084660945,0.6078440687887572,0.3875008296190398,0.12524810984463625,0.2631032843736209,0.5005922779543575
2.5,0.5428571428571428,0.4,3,0.34,systematic,True,2.5425079019562666,0.5879645913111681,0.41130614277306315,0.07932350478889294,0.5368964502276622,1.6151263444365669
2.5,0.5428571428571428,0.4,4,-0.3,systematic,True,2.3361399699333782,0.5333114754580588,0.4017537211197139,0.0031133251622545662,0.4414634245708785,1.544900551241488
2.5,0.5428571428571428,0.4,4,-0.13999999999999999,systematic,True,2.6672253629681,0.44744824047813425,0.4075419099497615,0.21858910390187583,0.5161740496994011,1.8000347412487483
2.5,0.5428571428571428,0.4,4,0.020000000000000018,systematic,True,2.53523646676588,0.5246963305543209,0.4038051303908486,0.1959424812783078,0.5457724218048058,1.7751245162303002
2.5,0.5428571428571428,0.4,4,0.18,systematic,True,2.6022246141793386,0.5427696546790823,0.4192107690365339,0.022065133837767092,0.4974571996326631,1.1472358838281271
2.5,0.5428571428571428,0.4,4,0.34,systematic,True,2.4893144415013966,0.6038144755308305,0.3898016865200571,0.16810902654894871,0.4548450622506528,1.498407127297375
2.5,0.5428571428571428,0.4,4,0.5,systematic,True,2.5851546474845213,0.560781245098206,0.39640191554756055,0.11603360420421426,0.6435603556788282,1.6861060991763352
2.5,0.5428571428571428,0.4,5,-0.3,systematic,True,2.499787716868893,0.42799555272384476,0.39923549321184,0.07687704994231498,0.48171697522390994,0.9260652147072357
2.5,0.5428571428571428,0.4,5,-0.13999999999999999,systematic,True,2.5914552568804905,0.5731505589832966,0.3473781179058846,0.05611116817713285,0.5200138073172174,1.2117710754232407
2.5,0.5428571428571428,0.4,5,0.020000000000000018,systematic,True,2.372641144576693,0.5483012548184069,0.41088708784373706,0.007967459040019713,0.5118730017588531,0.5091978422791208
2.5,0.5428571428571428,0.4,5,0.18,systematic,True,2.399932764116053,0.49533959200317873,0.4090206123723083,0.006636029666449251,0.4848451717612452,1.5604757892772554
2.5,0.5428571428571428,0.4,5,0.34,systematic,True,2.518338404061891,0.5393477542976511,0.35628880293078147,0.1196415254032071,0.5103887501940982,0.5071637444115481
2.5,0.5428571428571428,0.4,5,0.5,systematic,True,2.4732978917105446,0.5338442224232323,0.40800788208738387,0.08858737541719194,0.26081011146829713,0.7052938385840222
2.5,0.5428571428571428,0.4,6,-0.3,systematic,True,2.564730691186769,0.4348431289551833,0.37722273262138556,0.22315278967481347,0.7595245276600756,1.0726475913565774
2.5,0.5428571428571428,0.4,6,-0.13999999999999999,systematic,True,2.6970792024033576,0.619479860580383,0.37349312902876236,0.22121633744275943,0.6343871481828272,1.647811328491037
2.5,0.5428571428571428,0.4,6,0.020000000000000018,systematic,True,2.2936021146327676,0.5490910925416045,0.384603275883306,0.029226131306466892,0.6536732656440218,1.2523177706154733
2.5,0.5428571428571428,0.4,6,0.18,systematic,True,2.5647178621128965,0.4996597184442763,0.39787617366483197,0.008026167698617043,0.5814642436858085,1.715105256444688
2.5,0.5428571428571428,0.4,6,0.34,systematic,True,2.3828783833320855,0.513629285861173,0.4047881396571529,0.027290499688156656,0.4993291730853914,1.9350483261015945
2.5,0.5428571428571428,0.4,6,0.5,systematic,True,2.4933050119755427,0.49531380584036955,0.3546528999947507,0.035590307550931885,0.6659625991092218,0.5553375353504673
2.5,0.5428571428571428,0.5,2,-0.3,systematic,True,2.510980194103186,0.5406032814303228,0.49303878533371615,0.05206320717656554,0.5402966121925021,1.73308789270748
2.5,0.5428571428571428,0.5,2,-0.13999999999999999,systematic,True,2.6687859871853057,0.5321114106551836,0.5040525236960304,0.009405788299820288,0.6309633945054431,0.9441014703659649
2.5,0.5428571428571428,0.5,2,0.020000000000000018,systematic,True,2.453201353882952,0.4851248697855799,0.5070742198410938,0.07919218414020479,0.4817786887977702,1.8861277416913584
2.5,0.5428571428571428,0.5,2,0.18,systematic,True,2.423637326219228,0.46981661879905595,0.49286059205631627,0.1200303465885883,0.5225516402869599,1.0555098425957434
2.5,0.5428571428571428,0.5,2,0.34,systematic,True,2.4749069810464377,0.5227266380470824,0.5062054815577803,0.20668428460339774,0.5421178632374599,0.8274771808960865
2.5,0.5428571428571428,0.5,2,0.5,systematic,True,2.5204667695143077,0.5312025656640957,0.47261989873186017,0.16332484130820188,0.5772186355743353,0.7924274264612337
2.5,0.5428571428571428,0.5,3,-0.13999999999999999,systematic,True,2.588444992771266,0.4816452191792525,0.4942530479247518,0.10830879080574461,0.4993697885545015,0.6012242533781211
2.5,0.5428571428571428,0.5,3,0.020000000000000018,systematic,True,2.5461726542769894,0.5014877506712363,0.4799860618403163,0.13101879881345477,0.5396919671214068,0.5521639479371938
2.5,0.5428571428571428,0.5,3,0.18,systematic,True,2.577982220539872,0.48841587664945957,0.5281567601633376,0.053850498295435416,0.2905903297413341,0.9488437624018685
2.5,0.5428571428571428,0.5,3,0.34,systematic,True,2.539863345483408,0.624548659577087,0.5265892571287997,0.024573194860830917,0.5250944254098697,1.7637119155922025
2.5,0.5428571428571428,0.5,3,0.5,systematic,True,2.5742622026995043,0.5647982597026172,0.551913936751688,0.1505067936023041,0.5344977094247987,1.4201851106393826
2.5,0.5428571428571428,0.5,4,-0.3,systematic,True,2.579523839131639,0.5641076144888822,0.48506202052840275,0.05118972462096059,0.4280097664009978,0.6370356354269044
2.5,0.5428571428571428,0.5,4,-0.13999999999999999,systematic,True,2.5950785838922394,0.6022212004469479,0.48014462555641807,0.308881112078375,0.46156259456185034,1.2746562975284426
2.5,0.5428571428571428,0.5,4,0.020000000000000018,systematic,True,2.3912515832091756,0.5107469447456915,0.5040203417653725,0.38493406103516703,0.488602310359717,1.5707789777277683
2.5,0.5428571428571428,0.5,4,0.18,systematic,True,2.4258767389031597,0.5298185655103245,0.5168688322891065,0.01719006994811378,0.5923996461140304,1.5580683321131001
2.5,0.5428571428571428,0.5,4,0.34,systematic,True,2.5917974944904096,0.49679817180102365,0.48941783520750165,0.04730827282513801,0.34692782810701256,1.9591138955628284
2.5,0.5428571428571428,0.5,4,0.5,systematic,True,2.769979623668224,0.5094082340348323,0.49531740904742544,0.3052467396156244,0.2596323607245903,0.5092507929924787
2.5,0.5428571428571428,0.5,5,-0.3,systematic,True,2.4561016735005237,0.5398052246413388,0.4658018797153384,0.07921828514427957,0.6253519162881022,1.7646228423131316
2.5,0.5428571428571428,0.5,5,-0.13999999999999999,systematic,True,2.59621936063523,0.5592977395986699,0.4767279767240946,0.022811185906581592,0.46056795455576843,1.3848614386937832
2.5,0.5428571428571428,0.5,5,0.020000000000000018,systematic,True,2.600047521979195,0.5916399896987821,0.5085782642006849,0.003631185286167981,0.4012525513399751,1.0764888566259905
2.5,0.5428571428571428,0.5,5,0.18,systematic,True,2.5019829715461173,0.6434374073184308,0.49204884679679506,0.08793606050485571,0.6688712109224105,0.6449294315708578
2.5,0.5428571428571428,0.5,5,0.34,systematic,True,2.5667384712593915,0.447524006183382,0.5031988854004278,0.06001826488344676,0.4182659778284881,0.9632137287615855
2.5,0.5428571428571428,0.5,5,0.5,systematic,True,2.546187089755038,0.6154446962131023,0.5306007073542283,0.18365381319339033,0.5987750136595118,1.6655282887435217
2.5,0.5428571428571428,0.5,6,-0.3,systematic,True,2.4644968315926414,0.5299748157669812,0.4944097126954353,0.28312822026794826,0.6350520648294271,1.3333944628903538
2.5,0.5428571428571428,0.5,6,-0.13999999999999999,systematic,True,2.600770031500535,0.5553501461249568,0.49331831459939196,0.12154906975244469,0.4850617208803224,1.7221265826718062
2.5,0.5428571428571428,0.5,6,0.020000000000000018,systematic,True,2.45670343786702,0.4394720314860877,0.45342252910714304,0.05864086874240976,0.3341259752454182,1.4941292108621198
2.5,0.5428571428571428,0.5,6,0.18,systematic,True,2.433842727286833,0.4652310271560022,0.4743334781757118,0.019723644211341755,0.48489719155469635,0.8719807219580752
2.5,0.5428571428571428,0.5,6,0.34,systematic,True,2.537893883682422,0.5552557902955446,0.48515854324325713,0.01569880673131062,0.6363376282349137,1.4129938041615349
2.5,0.5428571428571428,0.5,6,0.5,systematic,True,2.5239308594015064,0.6338288672628805,0.5029772941038214,0.1959690971605184,0.5787277580331893,0.718546937063735
2.5,0.5428571428571428,0.6000000000000001,2,-0.3,systematic,True,2.510646117069293,0.5502945217530357,0.5928786775588941,0.1383311541280862,0.5950585461382546,1.1158199404307705
2.5,0.5428571428571428,0.6000000000000001,2,-0.13999999999999999,systematic,True,2.4374808757383772,0.5132912087911212,0.606059513532354,0.008844233700347422,0.4387328014998342,1.1096728826888904
2.5,0.5428571428571428,0.6000000000000001,2,0.020000000000000018,systematic,True,2.3494754153096906,0.4932857335304949,0.5993646623938874,0.014609348107793211,0.38988915752161574,1.1202712480360613
2.5,0.5428571428571428,0.6000000000000001,2,0.18,systematic,True,2.4346956743775583,0.4479126950176976,0.5880553298217217,0.3267379569415835,0.66276862203955,0.6010670385117036
2.5,0.5428571428571428,0.6000000000000001,2,0.34,systematic,True,2.5497514929113487,0.5443372792813128,0.5897912644405265,0.10617187179674009,0.45178706345499287,1.5380206583707232
2.5,0.5428571428571428,0.6000000000000001,2,0.5,systematic,True,2.3581744421845876,0.5058683700886948,0.5834871520416393,0.05465985550010347,0.4437427229765354,1.396786039687126
2.5,0.5428571428571428,0.6000000000000001,3,-0.3,systematic,True,2.6518936617575672,0.4693378056229247,0.6165807404868705,0.1124767889380462,0.4355587960887135,1.8718610430131464
2.5,0.5428571428571428,0.6000000000000001,3,-0.13999999999999999,systematic,True,2.4453001476244887,0.49539934816758535,0.5831927579898616,0.546821052462464,0.6438725374611469,1.920361352408903
2.5,0.5428571428571428,0.6000000000000001,3,0.020000000000000018,systematic,True,2.449423019209119,0.49869272174246154,0.6398651878538808,0.11513528730464713,0.6423667927859227,1.2033170357155147
2.5,0.5428571428571428,0.6000000000000001,3,0.18,systematic,True,2.457186042285556,0.5071644732798019,0.5815893015671093,0.19560285701167457,0.3283551901303656,0.780138232499246
2.5,0.5428571428571428,0.6000000000000001,3,0.34,systematic,True,2.443929537823249,0.5365614324132719,0.588486231294981,0.09357740820196309,0.3971722720786869,0.6807183411253915
2.5,0.5428571428571428,0.6000000000000001,3,0.5,systematic,True,2.460837568960605,0.6001945729536623,0.6173248109244603,0.0241350663671,0.6585777262312517,0.7622159875492911
2.5,0.5428571428571428,0.6000000000000001,4,-0.3,systematic,True,2.6681422352601345,0.5315654371738624,0.5951045183374364,0.11353922519970272,0.5048135794912353,0.9483517970804457
2.5,0.5428571428571428,0.6000000000000001,4,-0.13999999999999999,systematic,True,2.4710907405116056,0.6342228972016009,0.5769184144829704,0.1162962850755618,0.3605920394693566,1.4016860939354594
2.5,0.5428571428571428,0.6000000000000001,4,0.020000000000000018,systematic,True,2.2185641058186025,0.5472205465906501,0.5883432495565557,0.09074162432912833,0.5832470371643605,1.8324328212432013
2.5,0.5428571428571428,0.6000000000000001,4,0.18,systematic,True,2.3759895198761183,0.5629010707676863,0.5784908112797297,0.09652515639342873,0.4922697175896579,0.6871424205527918
2.5,0.5428571428571428,0.6000000000000001,4,0.34,systematic,True,2.4674364274318275,0.5416057865065087,0.6126017456085887,0.22939806970160515,0.5036466715002195,1.9549742921164819
2.5,0.5428571428571428,0.6000000000000001,4,0.5,systematic,True,2.414986238895788,0.5779093904111281,0.6063426310942465,0.17180034062597482,0.6393926365757274,1.4207273193014434
